,description,type,id,ontology_type,orthodb_id,name,count,obsolete_term,ancestor_terms
6979,Rnp2-like domain superfamily,interpro,IPR038085,interpro_domains,571149at33208,IPR038085,145.0,,
6980,Ribonuclease P/MRP protein subunit,interpro,IPR002759,interpro_domains,571149at33208,IPR002759,144.0,,
6981,Ribonuclease P/MRP protein subunit Pop5,interpro,IPR016819,interpro_domains,571149at33208,IPR016819,140.0,,
6982,tRNA processing,GeneOntology,GO:0008033,biological_process,571149at33208,GO:0008033,162.0,False,"GO:0090304,GO:0034470,GO:0008150,GO:1901360,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
6983,RNA metabolic process,GeneOntology,GO:0016070,biological_process,571149at33208,GO:0016070,142.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0008152,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
6984,RNA phosphodiester bond hydrolysis,GeneOntology,GO:0090501,biological_process,571149at33208,GO:0090501,141.0,False,"GO:0090304,GO:0008150,GO:0090305,GO:1901360,GO:0090501,GO:0008152,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
6985,"RNA phosphodiester bond hydrolysis, endonucleolytic",GeneOntology,GO:0090502,biological_process,571149at33208,GO:0090502,138.0,False,"GO:0090502,GO:0090304,GO:0008150,GO:0090305,GO:1901360,GO:0090501,GO:0008152,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
6986,nucleus,GeneOntology,GO:0005634,cellular_component,571149at33208,GO:0005634,128.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
6987,nucleolus,GeneOntology,GO:0005730,cellular_component,571149at33208,GO:0005730,128.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
6988,,GeneOntology,GO:0008380,unclassified GO terms,571944at33208,GO:0008380,93.0,False,"GO:0090304,GO:0008150,GO:0008380,GO:1901360,GO:0008152,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
6989,Gemin2/Brr1,interpro,IPR035426,interpro_domains,571944at33208,IPR035426,142.0,,
6990,Gem-associated protein 2,interpro,IPR017364,interpro_domains,571944at33208,IPR017364,120.0,,
6991,spliceosomal snRNP assembly,GeneOntology,GO:0000387,biological_process,571944at33208,GO:0000387,153.0,False,"GO:0008380,GO:1901360,GO:0022607,GO:0044238,GO:0044237,GO:0000377,GO:0000398,GO:0043170,GO:0046483,GO:0016070,GO:0044085,GO:0016071,GO:0034641,GO:0090304,GO:0008150,GO:0043933,GO:0071826,GO:0065003,GO:0022618,GO:0008152,GO:0006396,GO:0022613,GO:0006397,GO:0006139,GO:0009987,GO:0000387,GO:0000375,GO:0006725,GO:0006807,GO:0016043,GO:0010467,GO:0071840,GO:0071704"
6992,spliceosomal complex assembly,GeneOntology,GO:0000245,biological_process,571944at33208,GO:0000245,130.0,False,"GO:0008380,GO:1901360,GO:0022607,GO:0044238,GO:0044237,GO:0000377,GO:0000398,GO:0043170,GO:0046483,GO:0044085,GO:0016070,GO:0016071,GO:0034641,GO:0090304,GO:0008150,GO:0043933,GO:0071826,GO:0065003,GO:0008152,GO:0022618,GO:0006396,GO:0022613,GO:0006397,GO:0006139,GO:0009987,GO:0000245,GO:0000375,GO:0006725,GO:0006807,GO:0016043,GO:0010467,GO:0071840,GO:0071704"
6993,mRNA processing,GeneOntology,GO:0006397,biological_process,571944at33208,GO:0006397,93.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0008152,GO:0006396,GO:0006397,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0016071,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
6994,SMN complex,GeneOntology,GO:0032797,cellular_component,571944at33208,GO:0032797,130.0,False,"GO:0120114,GO:0005737,GO:0034719,GO:0032991,GO:0110165,GO:0005575,GO:0032797,GO:0005622"
6995,spliceosomal complex,GeneOntology,GO:0005681,cellular_component,571944at33208,GO:0005681,130.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0005681,GO:0032991,GO:0110165,GO:1990904,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
6996,cytoplasm,GeneOntology,GO:0005737,cellular_component,571944at33208,GO:0005737,122.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
6997,U5 snRNP,GeneOntology,GO:0005682,cellular_component,572074at33208,GO:0005682,154.0,False,"GO:0043229,GO:0120114,GO:0005682,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005634,GO:0140513,GO:0043231,GO:0097525,GO:0032991,GO:1990904,GO:0030532"
6998,GYF-like domain superfamily,interpro,IPR035445,interpro_domains,572074at33208,IPR035445,136.0,,
6999,GYF domain,interpro,IPR003169,interpro_domains,572074at33208,IPR003169,129.0,,
7000,protein C-terminus binding,GeneOntology,GO:0008022,molecular_function,572434at33208,GO:0008022,53.0,True,
7001,,GeneOntology,GO:0046755,unclassified GO terms,572434at33208,GO:0046755,53.0,False,"GO:0008150,GO:0019058,GO:0016032,GO:0019068,GO:0046755"
7002,"Vacuolar protein sorting-associate protein Vta1/Callose synthase, N-terminal",interpro,IPR023175,interpro_domains,572434at33208,IPR023175,167.0,,
7003,multivesicular body sorting pathway,GeneOntology,GO:0071985,biological_process,572434at33208,GO:0071985,53.0,False,"GO:0008150,GO:0016192,GO:0051234,GO:0051179,GO:0071985,GO:0006810"
7004,cytosol,GeneOntology,GO:0005829,cellular_component,572434at33208,GO:0005829,53.0,False,"GO:0005737,GO:0005829,GO:0110165,GO:0005575,GO:0005622"
7005,intracellular membrane-bounded organelle,GeneOntology,GO:0043231,cellular_component,572434at33208,GO:0043231,53.0,False,"GO:0043229,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7006,nucleoplasm,GeneOntology,GO:0005654,cellular_component,572434at33208,GO:0005654,53.0,False,"GO:0043229,GO:0043233,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227,GO:0005654,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
7007,cytoplasm,GeneOntology,GO:0005737,cellular_component,572434at33208,GO:0005737,50.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7008,,GeneOntology,GO:0003743,unclassified GO terms,572463at33208,GO:0003743,105.0,False,"GO:0051171,GO:0044238,GO:0044237,GO:0051246,GO:0050794,GO:0006518,GO:0065007,GO:0008150,GO:0008152,GO:0006413,GO:0044249,GO:0005488,GO:0009889,GO:0006412,GO:0045182,GO:0006807,GO:0043043,GO:0010468,GO:0010467,GO:0043604,GO:0019538,GO:0043603,GO:1901363,GO:0090079,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0003674,GO:0006417,GO:0043170,GO:0003743,GO:0034248,GO:0010556,GO:0019222,GO:0034641,GO:0060255,GO:1901576,GO:0008135,GO:0009987,GO:0003676,GO:0010608,GO:0044271,GO:0097159,GO:0080090,GO:0071704,GO:0031326,GO:0050789,GO:0031323"
7009,,GeneOntology,GO:0006413,unclassified GO terms,572463at33208,GO:0006413,102.0,False,"GO:0043604,GO:0008150,GO:0043603,GO:0019538,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:1901566,GO:0009058,GO:0044238,GO:0006413,GO:0044249,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
7010,NagB/RpiA transferase-like,interpro,IPR037171,interpro_domains,572463at33208,IPR037171,153.0,,
7011,Initiation factor 2B-related,interpro,IPR000649,interpro_domains,572463at33208,IPR000649,152.0,,
7012,cellular metabolic process,GeneOntology,GO:0044237,biological_process,572463at33208,GO:0044237,161.0,False,"GO:0008150,GO:0008152,GO:0044237,GO:0009987"
7013,E: Amino acid transport and metabolism,text,E,functional_category,572463at33208,,,,
7014,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,572463at33208,,,,
7015,T: Signal transduction mechanisms,text,T,functional_category,572463at33208,,,,
7016,,GeneOntology,GO:0003723,unclassified GO terms,572754at33208,GO:0003723,132.0,False,"GO:0003676,GO:0003723,GO:0097159,GO:1901363,GO:0005488,GO:0003674"
7017,50S ribosomal protein L30e-like,interpro,IPR029064,interpro_domains,572754at33208,IPR029064,180.0,,
7018,Ribosomal protein L7Ae/L30e/S12e/Gadd45,interpro,IPR004038,interpro_domains,572754at33208,IPR004038,178.0,,
7019,Ribosomal protein L7Ae/L8/Nhp2 family,interpro,IPR018492,interpro_domains,572754at33208,IPR018492,175.0,,
7020,"H/ACA ribonucleoprotein complex, subunit Nhp2, eukaryote",interpro,IPR002415,interpro_domains,572754at33208,IPR002415,124.0,,
7021,nucleolus,GeneOntology,GO:0005730,cellular_component,572754at33208,GO:0005730,113.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
7022,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,572754at33208,,,,
7023,F: Nucleotide transport and metabolism,text,F,functional_category,572845at33208,,,,
7024,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,572845at33208,,,,
7025,H: Coenzyme transport and metabolism,text,H,functional_category,572845at33208,,,,
7026,nucleoside-triphosphate diphosphatase activity,GeneOntology,GO:0047429,molecular_function,572845at33208,GO:0047429,183.0,False,"GO:0003824,GO:0016817,GO:0016818,GO:0016462,GO:0047429,GO:0003674,GO:0016787"
7027,NADH pyrophosphatase activity,GeneOntology,GO:0035529,molecular_function,572845at33208,GO:0035529,152.0,False,"GO:0035529,GO:0003824,GO:0016817,GO:0016818,GO:0016462,GO:0004551,GO:0003674,GO:0016787"
7028,nucleotide diphosphatase activity,GeneOntology,GO:0004551,molecular_function,572845at33208,GO:0004551,152.0,False,"GO:0003824,GO:0016817,GO:0016818,GO:0016462,GO:0004551,GO:0003674,GO:0016787"
7029,metal ion binding,GeneOntology,GO:0046872,molecular_function,572845at33208,GO:0046872,152.0,False,"GO:0046872,GO:0043167,GO:0043169,GO:0005488,GO:0003674"
7030,hydrolase activity,GeneOntology,GO:0016787,molecular_function,572845at33208,GO:0016787,152.0,False,"GO:0003824,GO:0003674,GO:0016787"
7031,nucleotide binding,GeneOntology,GO:0000166,molecular_function,572845at33208,GO:0000166,152.0,False,"GO:0000166,GO:0097159,GO:1901363,GO:1901265,GO:0036094,GO:0005488,GO:0003674"
7032,Ham1-like protein,interpro,IPR002637,interpro_domains,572845at33208,IPR002637,158.0,,
7033,Inosine triphosphate pyrophosphatase-like,interpro,IPR029001,interpro_domains,572845at33208,IPR029001,158.0,,
7034,Inosine triphosphate pyrophosphatase,interpro,IPR027502,interpro_domains,572845at33208,IPR027502,148.0,,
7035,nucleoside triphosphate catabolic process,GeneOntology,GO:0009143,biological_process,572845at33208,GO:0009143,170.0,False,"GO:0019439,GO:0019637,GO:1901361,GO:1901360,GO:0009056,GO:0046434,GO:0044238,GO:0044237,GO:0044281,GO:0046483,GO:0034641,GO:0009141,GO:0008150,GO:1901292,GO:0055086,GO:0009143,GO:0008152,GO:0046700,GO:1901575,GO:0006793,GO:0006139,GO:0044248,GO:0006796,GO:0009987,GO:0006753,GO:0006725,GO:0044270,GO:0006807,GO:0034655,GO:0071704"
7036,nucleotide metabolic process,GeneOntology,GO:0009117,biological_process,572845at33208,GO:0009117,152.0,False,"GO:0019637,GO:0008150,GO:1901360,GO:0055086,GO:0008152,GO:0006793,GO:0044238,GO:0006139,GO:0044237,GO:0006796,GO:0009987,GO:0006753,GO:0009117,GO:0006725,GO:0044281,GO:0046483,GO:0006807,GO:0034641,GO:0071704"
7037,deoxyribonucleoside triphosphate catabolic process,GeneOntology,GO:0009204,biological_process,572845at33208,GO:0009204,148.0,False,"GO:0019439,GO:0019637,GO:1901361,GO:1901360,GO:0009056,GO:0046434,GO:0044238,GO:0044237,GO:0044281,GO:0046483,GO:0034641,GO:0009141,GO:1901292,GO:0008150,GO:0055086,GO:0009200,GO:0009143,GO:0008152,GO:0009204,GO:1901575,GO:0046700,GO:0006793,GO:0044248,GO:0006139,GO:0009987,GO:0006796,GO:0006753,GO:0044270,GO:0006725,GO:0006807,GO:0034655,GO:0071704"
7038,cytoplasm,GeneOntology,GO:0005737,cellular_component,572845at33208,GO:0005737,153.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7039,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,573203at33208,,,,
7040,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,573203at33208,,,,
7041,F: Nucleotide transport and metabolism,text,F,functional_category,573203at33208,,,,
7042,tRNA binding,GeneOntology,GO:0000049,molecular_function,573203at33208,GO:0000049,131.0,False,"GO:0003676,GO:0003723,GO:0097159,GO:1901363,GO:0005488,GO:0000049,GO:0003674"
7043,nucleotidyltransferase activity,GeneOntology,GO:0016779,molecular_function,573203at33208,GO:0016779,111.0,False,"GO:0016779,GO:0003824,GO:0016772,GO:0016740,GO:0003674"
7044,Cytoplasmic tRNA 2-thiolation protein 2,interpro,IPR019407,interpro_domains,573203at33208,IPR019407,112.0,,
7045,Rossmann-like alpha/beta/alpha sandwich fold,interpro,IPR014729,interpro_domains,573203at33208,IPR014729,65.0,,
7046,tRNA wobble uridine modification,GeneOntology,GO:0002098,biological_process,573203at33208,GO:0002098,131.0,False,"GO:0034470,GO:1901360,GO:0009451,GO:0044238,GO:0044237,GO:0006400,GO:0043170,GO:0046483,GO:0016070,GO:0034641,GO:0090304,GO:0008150,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0002097,GO:0006396,GO:0002098,GO:0043412,GO:0006139,GO:0009987,GO:0006725,GO:0006807,GO:0010467,GO:0071704"
7047,tRNA thio-modification,GeneOntology,GO:0034227,biological_process,573203at33208,GO:0034227,131.0,False,"GO:0034470,GO:1901360,GO:0009451,GO:0044238,GO:0044237,GO:0006400,GO:0043170,GO:0046483,GO:0016070,GO:0034641,GO:0034227,GO:0090304,GO:0008150,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0043412,GO:0006139,GO:0009987,GO:0006725,GO:0006807,GO:0010467,GO:0071704"
7048,protein urmylation,GeneOntology,GO:0032447,biological_process,573203at33208,GO:0032447,111.0,False,"GO:0008150,GO:0036211,GO:0019538,GO:0008152,GO:1901564,GO:0044238,GO:0043412,GO:0043170,GO:0006807,GO:0032447,GO:0070647,GO:0071704,GO:0032446"
7049,tRNA processing,GeneOntology,GO:0008033,biological_process,573203at33208,GO:0008033,110.0,False,"GO:0090304,GO:0034470,GO:0008150,GO:1901360,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
7050,cytoplasm,GeneOntology,GO:0005737,cellular_component,573203at33208,GO:0005737,113.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7051,,GeneOntology,GO:0008641,unclassified GO terms,573237at33208,GO:0008641,151.0,False,"GO:0016877,GO:0140096,GO:0003824,GO:0140657,GO:0008641,GO:0016874,GO:0003674"
7052,Ubiquitin-activating enzyme,interpro,IPR035985,interpro_domains,573237at33208,IPR035985,143.0,,
7053,THIF-type NAD/FAD binding fold,interpro,IPR000594,interpro_domains,573237at33208,IPR000594,141.0,,
7054,Ubiquitin/SUMO-activating enzyme E1,interpro,IPR000011,interpro_domains,573237at33208,IPR000011,108.0,,
7055,cellular protein modification process,GeneOntology,GO:0006464,biological_process,573237at33208,GO:0006464,112.0,False,"GO:0043170,GO:0019538,GO:0008150,GO:0036211,GO:0006807,GO:0008152,GO:1901564,GO:0044238,GO:0071704,GO:0043412"
7056,H: Coenzyme transport and metabolism,text,H,functional_category,573237at33208,,,,
7057,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,573237at33208,,,,
7058,P: Inorganic ion transport and metabolism,text,P,functional_category,573237at33208,,,,
7059,E: Amino acid transport and metabolism,text,E,functional_category,573237at33208,,,,
7060,T: Signal transduction mechanisms,text,T,functional_category,573313at33208,,,,
7061,P: Inorganic ion transport and metabolism,text,P,functional_category,573313at33208,,,,
7062,metal ion binding,GeneOntology,GO:0046872,molecular_function,573313at33208,GO:0046872,137.0,False,"GO:0046872,GO:0043167,GO:0043169,GO:0005488,GO:0003674"
7063,Ankyrin repeat-containing domain,interpro,IPR020683,interpro_domains,573313at33208,IPR020683,150.0,,
7064,Ankyrin repeat,interpro,IPR002110,interpro_domains,573313at33208,IPR002110,150.0,,
7065,Ankyrin repeat-containing domain superfamily,interpro,IPR036770,interpro_domains,573313at33208,IPR036770,150.0,,
7066,"Zinc finger, MYND-type",interpro,IPR002893,interpro_domains,573313at33208,IPR002893,142.0,,
7067,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,574311at33208,,,,
7068,"RNAse P, Rpr2/Rpp21 subunit",interpro,IPR007175,interpro_domains,574311at33208,IPR007175,92.0,,
7069,ribonuclease P activity,GeneOntology,GO:0004526,molecular_function,574311at33208,GO:0004526,51.0,False,"GO:0016788,GO:1901360,GO:0004540,GO:0044238,GO:0044237,GO:0003674,GO:0004521,GO:0043170,GO:0046483,GO:0016070,GO:0003824,GO:0004519,GO:0004518,GO:0016891,GO:0034641,GO:0016893,GO:0140098,GO:0090304,GO:0090502,GO:0090305,GO:0008150,GO:0090501,GO:0008152,GO:0006139,GO:0009987,GO:0006725,GO:0004526,GO:0004549,GO:0006807,GO:0071704,GO:0016787,GO:0140101,GO:0140640"
7070,tRNA 5'-leader removal,GeneOntology,GO:0001682,biological_process,574311at33208,GO:0001682,40.0,False,"GO:0090304,GO:0008150,GO:0034470,GO:1901360,GO:0008033,GO:0034660,GO:0008152,GO:0000966,GO:0006399,GO:0006396,GO:0044238,GO:0006139,GO:0001682,GO:0044237,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0099116,GO:0010467,GO:0034641,GO:0071704"
7071,RNA phosphodiester bond hydrolysis,GeneOntology,GO:0090501,biological_process,574311at33208,GO:0090501,39.0,False,"GO:0090304,GO:0008150,GO:0090305,GO:1901360,GO:0090501,GO:0008152,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
7072,"RNA phosphodiester bond hydrolysis, endonucleolytic",GeneOntology,GO:0090502,biological_process,574311at33208,GO:0090502,39.0,False,"GO:0090502,GO:0090304,GO:0008150,GO:0090305,GO:1901360,GO:0090501,GO:0008152,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
7073,cytoplasm,GeneOntology,GO:0005737,cellular_component,575360at33208,GO:0005737,23.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7074,PBDC1-like domain superfamily,interpro,IPR023139,interpro_domains,575360at33208,IPR023139,143.0,,
7075,"Protein PBDC1, metazoa/fungi",interpro,IPR008476,interpro_domains,575360at33208,IPR008476,143.0,,
7076,Polysaccharide biosynthesis domain,interpro,IPR021148,interpro_domains,575360at33208,IPR021148,140.0,,
7077,vacuolar transport,GeneOntology,GO:0007034,biological_process,576633at33208,GO:0007034,173.0,False,"GO:0008150,GO:0051641,GO:0051179,GO:0051234,GO:0046907,GO:0007034,GO:0051649,GO:0110165,GO:0005575,GO:0006810,GO:0005622,GO:0009987"
7078,"X: Mobilome: prophages, transposons",text,X,functional_category,576633at33208,,,,
7079,"D: Cell cycle control, cell division, chromosome partitioning",text,D,functional_category,576633at33208,,,,
7080,"L: Replication, recombination and repair",text,L,functional_category,576633at33208,,,,
7081,Snf7 family,interpro,IPR005024,interpro_domains,576633at33208,IPR005024,205.0,,
7082,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,576938at33208,,,,
7083,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,576938at33208,,,,
7084,T: Signal transduction mechanisms,text,T,functional_category,576938at33208,,,,
7085,,GeneOntology,GO:0005840,unclassified GO terms,576938at33208,GO:0005840,164.0,False,"GO:0043229,GO:0043232,GO:0110165,GO:0043226,GO:0005840,GO:0005575,GO:0005622,GO:0043228"
7086,,GeneOntology,GO:0003735,unclassified GO terms,576938at33208,GO:0003735,163.0,False,"GO:0043604,GO:0043603,GO:0043229,GO:0019538,GO:0005198,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0043226,GO:0044237,GO:0005575,GO:0043228,GO:0003674,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0043232,GO:0005840,GO:0044249,GO:0110165,GO:0005622,GO:0009987,GO:0006412,GO:0044271,GO:0003735,GO:0006807,GO:0043043,GO:0071704"
7087,,GeneOntology,GO:0006412,unclassified GO terms,576938at33208,GO:0006412,163.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0008150,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044249,GO:0044238,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
7088,Nucleotide-binding alpha-beta plait domain superfamily,interpro,IPR012677,interpro_domains,576938at33208,IPR012677,156.0,,
7089,Ribosomal protein L25/L23,interpro,IPR013025,interpro_domains,576938at33208,IPR013025,155.0,,
7090,Ribosomal protein L23/L15e core domain superfamily,interpro,IPR012678,interpro_domains,576938at33208,IPR012678,155.0,,
7091,C: Energy production and conversion,text,C,functional_category,576997at33208,,,,
7092,F: Nucleotide transport and metabolism,text,F,functional_category,576997at33208,,,,
7093,I: Lipid transport and metabolism,text,I,functional_category,576997at33208,,,,
7094,K: Transcription,text,K,functional_category,576997at33208,,,,
7095,integral component of membrane,GeneOntology,GO:0016021,cellular_component,576997at33208,GO:0016021,156.0,False,"GO:0016020,GO:0110165,GO:0005575"
7096,membrane,GeneOntology,GO:0016020,cellular_component,576997at33208,GO:0016020,147.0,False,"GO:0016020,GO:0110165,GO:0005575"
7097,endoplasmic reticulum,GeneOntology,GO:0005783,cellular_component,576997at33208,GO:0005783,143.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0012505,GO:0005783,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
7098,endoplasmic reticulum membrane,GeneOntology,GO:0005789,cellular_component,576997at33208,GO:0005789,126.0,False,"GO:0043229,GO:0005783,GO:0110165,GO:0043226,GO:0031090,GO:0005575,GO:0005622,GO:0043227,GO:0005789,GO:0005737,GO:0043231,GO:0016020,GO:0042175,GO:0012505,GO:0098827,GO:0031984"
7099,Translocon-associated protein subunit beta,interpro,IPR008856,interpro_domains,576997at33208,IPR008856,146.0,,
7100,nucleoplasm,GeneOntology,GO:0005654,cellular_component,577068at33208,GO:0005654,48.0,False,"GO:0043229,GO:0043233,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227,GO:0005654,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
7101,cytosol,GeneOntology,GO:0005829,cellular_component,577068at33208,GO:0005829,47.0,False,"GO:0005737,GO:0005829,GO:0110165,GO:0005575,GO:0005622"
7102,Telomere length and silencing protein 1,interpro,IPR010756,interpro_domains,577068at33208,IPR010756,172.0,,
7103,endoplasmic reticulum,GeneOntology,GO:0005783,cellular_component,577339at33208,GO:0005783,15.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0012505,GO:0005783,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
7104,Thioredoxin-like superfamily,interpro,IPR036249,interpro_domains,577339at33208,IPR036249,91.0,,
7105,Selenoprotein F/M superfamily,interpro,IPR038219,interpro_domains,577339at33208,IPR038219,90.0,,
7106,Selenoprotein F/M,interpro,IPR014912,interpro_domains,577339at33208,IPR014912,90.0,,
7107,NADH dehydrogenase activity,GeneOntology,GO:0003954,molecular_function,577929at33208,GO:0003954,167.0,False,"GO:0003954,GO:0003824,GO:0016491,GO:0016651,GO:0003674"
7108,NADH dehydrogenase (ubiquinone) activity,GeneOntology,GO:0008137,molecular_function,577929at33208,GO:0008137,167.0,False,"GO:0015399,GO:0015453,GO:0022804,GO:0009055,GO:0022900,GO:0044237,GO:0003674,GO:0005215,GO:0050136,GO:0016491,GO:0003824,GO:0016651,GO:0016655,GO:0008150,GO:0006091,GO:0055085,GO:0022857,GO:0008152,GO:0008137,GO:0006810,GO:0009987,GO:0051179,GO:0051234,GO:0003954,GO:0003955"
7109,,GeneOntology,GO:0005747,unclassified GO terms,577929at33208,GO:0005747,95.0,False,"GO:0043229,GO:1902494,GO:1902495,GO:0043226,GO:0005575,GO:1990351,GO:0043227,GO:0098796,GO:0030964,GO:0005747,GO:0005746,GO:0045271,GO:1990204,GO:0043231,GO:0098798,GO:0031975,GO:0070469,GO:0019866,GO:0110165,GO:0005740,GO:0031090,GO:0005743,GO:0005622,GO:0031967,GO:0031966,GO:0098800,GO:0005737,GO:0016020,GO:0005739,GO:0098803,GO:0032991"
7110,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8,interpro,IPR008699,interpro_domains,577929at33208,IPR008699,167.0,,
7111,oxidation-reduction process,GeneOntology,GO:0055114,biological_process,577929at33208,GO:0055114,144.0,True,
7112,mitochondrion,GeneOntology,GO:0005739,cellular_component,577929at33208,GO:0005739,182.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0005739,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
7113,integral component of membrane,GeneOntology,GO:0016021,cellular_component,577929at33208,GO:0016021,132.0,False,"GO:0016020,GO:0110165,GO:0005575"
7114,membrane,GeneOntology,GO:0016020,cellular_component,577929at33208,GO:0016020,130.0,False,"GO:0016020,GO:0110165,GO:0005575"
7115,,GeneOntology,GO:0003735,unclassified GO terms,578354at33208,GO:0003735,172.0,False,"GO:0043604,GO:0043603,GO:0043229,GO:0019538,GO:0005198,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0043226,GO:0044237,GO:0005575,GO:0043228,GO:0003674,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0043232,GO:0005840,GO:0044249,GO:0110165,GO:0005622,GO:0009987,GO:0006412,GO:0044271,GO:0003735,GO:0006807,GO:0043043,GO:0071704"
7116,,GeneOntology,GO:0006412,unclassified GO terms,578354at33208,GO:0006412,171.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0008150,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044249,GO:0044238,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
